date,open,close
2003-01-02,35.0,35.47
2003-01-03,35.25,35.5
2003-01-06,35.45,36.38
2003-01-07,36.05,35.15
2003-01-08,35.15,35.0
2003-01-09,35.1,35.74
2003-01-10,35.35,35.24
2003-01-13,35.19,35.1
2003-01-14,34.98,35.42
2003-01-15,35.4,34.93
2003-01-16,35.18,35.09
2003-01-17,35.09,34.72
2003-01-21,34.41,33.92
2003-01-22,33.76,33.49
2003-01-23,33.35,33.41
2003-01-24,33.2,32.69
2003-01-27,32.5,31.82
2003-01-28,32.25,32.66
2003-01-29,32.25,32.66
2003-01-30,34.43,33.23
2003-01-31,33.23,34.15
2003-02-03,34.16,34.63
2003-02-04,34.5,34.63
2003-02-05,34.98,34.13
2003-02-06,33.7,33.61
2003-02-07,33.85,33.35
2003-02-10,33.55,33.61
2003-02-11,33.85,33.37
2003-02-12,33.37,32.7
2003-02-13,32.7,33.13
2003-02-14,33.05,33.44
2003-02-18,33.7,33.75
2003-02-19,33.76,33.78
2003-02-20,34.0,33.63
2003-02-21,33.95,34.18
2003-02-24,33.93,34.0
2003-02-25,33.65,34.14
2003-02-26,33.91,33.84
2003-02-27,33.94,33.98
2003-02-28,34.15,34.02
2003-03-03,34.39,34.46
2003-03-04,34.7,34.23
2003-03-05,34.23,34.92
2003-03-06,34.75,34.56
2003-03-07,34.1,34.79
2003-03-10,34.79,34.35
2003-03-11,34.75,34.57
2003-03-12,34.57,34.06
2003-03-13,34.38,34.49
2003-03-14,34.55,34.39
2003-03-17,34.45,35.05
2003-03-18,34.98,35.25
2003-03-19,35.3,35.59
2003-03-20,35.37,35.59
2003-03-21,36.0,36.0
2003-03-24,35.95,35.31
2003-03-25,35.65,35.67
2003-03-26,35.75,35.86
2003-03-27,35.7,35.92
2003-03-28,35.62,36.03
2003-03-31,35.45,34.95
2003-04-01,35.25,35.65
2003-04-02,35.95,35.7
2003-04-03,35.71,35.05
2003-04-04,35.26,35.52
2003-04-07,35.98,35.05
2003-04-08,35.0,34.58
2003-04-09,34.9,34.47
2003-04-10,34.49,34.68
2003-04-11,34.6,34.33
2003-04-14,34.26,34.87
2003-04-15,34.89,35.05
2003-04-16,35.17,34.69
2003-04-17,34.47,35.03
2003-04-21,35.1,34.87
2003-04-22,34.69,35.42
2003-04-23,35.17,35.34
2003-04-24,35.05,35.13
2003-04-25,35.0,34.79
2003-04-28,34.88,35.41
2003-04-29,35.25,34.83
2003-04-30,34.72,35.2
2003-05-01,35.32,35.48
2003-05-02,35.48,36.04
2003-05-05,36.15,35.45
2003-05-06,35.48,35.2
2003-05-07,35.21,35.41
2003-05-08,35.2,35.34
2003-05-09,35.33,35.47
2003-05-12,35.37,35.55
2003-05-13,35.59,35.53
2003-05-14,35.57,35.21
2003-05-15,35.32,35.29
2003-05-16,35.3,35.45
2003-05-19,35.17,35.04
2003-05-20,35.19,35.32
2003-05-21,35.32,35.79
2003-05-22,35.64,35.95
2003-05-23,35.85,35.98
2003-05-27,35.8,36.71
2003-05-28,36.51,36.45
2003-05-29,36.45,35.97
2003-05-30,35.97,36.4
2003-06-02,36.53,36.58
2003-06-03,36.73,36.98
2003-06-04,36.97,37.4
2003-06-05,37.3,37.16
2003-06-06,37.29,37.34
2003-06-09,37.26,37.46
2003-06-10,37.6,37.54
2003-06-11,37.75,38.2
2003-06-12,38.2,38.2
2003-06-13,38.19,37.93
2003-06-16,37.93,38.31
2003-06-17,38.31,37.67
2003-06-18,37.67,37.34
2003-06-19,37.3,36.88
2003-06-20,36.98,36.89
2003-06-23,36.83,36.94
2003-06-24,36.94,36.9
2003-06-25,36.84,36.66
2003-06-26,36.45,36.7
2003-06-27,36.63,36.37
2003-06-30,36.43,35.91
2003-07-01,35.95,36.18
2003-07-02,36.03,36.28
2003-07-03,36.1,36.06
2003-07-07,36.1,36.05
2003-07-08,35.85,35.65
2003-07-09,35.65,35.86
2003-07-10,35.86,35.5
2003-07-11,35.32,35.6
2003-07-14,35.62,35.3
2003-07-15,35.4,35.19
2003-07-16,35.27,34.92
2003-07-17,34.92,35.2
2003-07-18,35.5,35.88
2003-07-21,35.8,35.38
2003-07-22,35.41,35.72
2003-07-23,35.72,35.67
2003-07-24,35.74,35.25
2003-07-25,35.25,35.76
2003-07-28,35.7,35.75
2003-07-29,35.75,35.43
2003-07-30,35.68,35.32
2003-07-31,35.87,35.58
2003-08-01,35.57,35.33
2003-08-04,35.5,35.61
2003-08-05,35.7,35.35
2003-08-06,35.4,35.75
2003-08-07,35.61,36.25
2003-08-08,36.35,36.52
2003-08-11,36.5,36.52
2003-08-12,36.75,36.71
2003-08-13,36.8,36.5
2003-08-14,36.75,36.94
2003-08-15,36.94,36.83
2003-08-18,36.86,36.92
2003-08-19,36.88,36.68
2003-08-20,36.5,36.8
2003-08-21,36.98,37.05
2003-08-22,37.01,36.53
2003-08-25,36.35,36.77
2003-08-26,36.77,36.83
2003-08-27,37.1,37.25
2003-08-28,37.36,37.55
2003-08-29,37.55,37.7
2003-09-02,37.79,37.97
2003-09-03,37.98,38.08
2003-09-04,38.0,38.16
2003-09-05,38.0,37.97
2003-09-08,38.1,38.47
2003-09-09,38.25,38.11
2003-09-10,38.1,38.0
2003-09-11,38.1,38.0
2003-09-12,38.0,37.73
2003-09-15,37.7,37.51
2003-09-16,37.37,37.71
2003-09-17,37.55,36.84
2003-09-18,36.75,37.08
2003-09-19,36.85,36.99
2003-09-22,36.65,36.72
2003-09-23,36.8,37.06
2003-09-24,37.38,36.9
2003-09-25,37.1,37.15
2003-09-26,37.0,36.78
2003-09-29,36.78,37.02
2003-09-30,36.77,36.6
2003-10-01,36.92,37.35
2003-10-02,37.35,37.56
2003-10-03,37.9,37.75
2003-10-06,37.86,38.09
2003-10-07,37.79,38.34
2003-10-08,38.27,38.04
2003-10-09,38.25,37.95
2003-10-10,38.1,38.3
2003-10-13,38.37,38.48
2003-10-14,38.45,38.74
2003-10-15,38.75,38.49
2003-10-16,38.49,38.91
2003-10-17,38.91,38.66
2003-10-20,38.66,38.62
2003-10-21,38.63,38.35
2003-10-22,37.8,37.35
2003-10-23,37.1,37.6
2003-10-24,37.12,37.85
2003-10-27,37.81,37.74
2003-10-28,37.98,38.0
2003-10-29,38.0,37.81
2003-10-30,37.31,36.3
2003-10-31,36.45,36.58
2003-11-03,36.92,36.68
2003-11-04,36.52,36.32
2003-11-05,36.24,36.03
2003-11-06,35.9,35.92
2003-11-07,35.9,35.56
2003-11-10,35.56,35.76
2003-11-11,36.12,36.05
2003-11-12,36.1,36.02
2003-11-13,35.99,36.26
2003-11-14,36.35,36.0
2003-11-17,35.52,35.6
2003-11-18,35.55,35.15
2003-11-19,35.06,35.44
2003-11-20,35.25,35.31
2003-11-21,35.64,35.34
2003-11-24,35.48,35.56
2003-11-25,35.5,35.82
2003-11-26,35.9,36.28
2003-11-28,36.42,36.2
2003-12-01,36.5,36.39
2003-12-02,36.32,36.5
2003-12-03,36.45,36.54
2003-12-04,36.32,37.02
2003-12-05,37.13,36.78
2003-12-08,36.9,37.4
2003-12-09,37.7,37.64
2003-12-10,37.82,37.79
2003-12-11,37.97,37.91
2003-12-12,37.94,38.06
2003-12-15,37.91,37.8
2003-12-16,37.95,38.47
2003-12-17,38.63,38.88
2003-12-18,39.0,39.41
2003-12-19,39.49,39.6
2003-12-22,39.35,39.47
2003-12-23,39.25,39.75
2003-12-24,39.62,39.83
2003-12-26,39.81,40.05
2003-12-29,40.1,40.58
2003-12-30,40.58,40.68
2003-12-31,40.93,41.0
2004-01-02,41.02,40.63
2004-01-05,41.1,41.58
2004-01-06,41.52,41.3
2004-01-07,41.08,41.0
2004-01-08,40.91,40.9
2004-01-09,40.45,40.29
2004-01-12,40.7,40.86
2004-01-13,40.87,40.68
2004-01-14,40.58,40.68
2004-01-15,40.68,40.28
2004-01-16,40.35,40.5
2004-01-20,40.5,40.88
2004-01-21,40.96,41.43
2004-01-22,41.43,41.28
2004-01-23,41.35,41.04
2004-01-26,41.05,41.55
2004-01-27,41.43,41.19
2004-01-28,41.4,40.81
2004-01-29,41.46,41.47
2004-01-30,41.15,40.79
2004-02-02,41.26,40.69
2004-02-03,40.8,40.41
2004-02-04,40.05,40.35
2004-02-05,40.48,40.38
2004-02-06,40.23,40.51
2004-02-09,40.31,40.73
2004-02-10,40.58,41.09
2004-02-11,41.01,41.92
2004-02-12,41.78,41.91
2004-02-13,41.89,41.91
2004-02-17,42.2,42.23
2004-02-18,42.11,41.8
2004-02-19,41.9,41.95
2004-02-20,42.2,42.03
2004-02-23,42.23,42.58
2004-02-24,42.5,42.31
2004-02-25,42.45,42.65
2004-02-26,42.62,42.31
2004-02-27,42.46,42.17
2004-03-01,42.58,42.52
2004-03-02,42.2,42.04
2004-03-03,42.03,41.9
2004-03-04,41.8,41.75
2004-03-05,41.72,42.49
2004-03-08,42.5,42.56
2004-03-09,42.35,42.78
2004-03-10,43.0,42.43
2004-03-11,42.3,41.35
2004-03-12,41.45,42.03
2004-03-15,41.78,41.78
2004-03-16,41.95,42.07
2004-03-17,42.24,42.24
2004-03-18,42.1,42.46
2004-03-19,42.21,41.5
2004-03-22,41.25,40.94
2004-03-23,41.01,40.76
2004-03-24,40.7,40.1
2004-03-25,40.2,40.25
2004-03-26,40.35,40.74
2004-03-29,40.87,41.09
2004-03-30,41.41,41.55
