timestamp,power,heart-rate,cadence,speed,acceleration,slope
2020-08-18 14:43:19,150.0,102.0,64.0,4.325,0.088,-0.0338696020321742
2020-08-18 14:43:20,161.0,103.0,64.0,4.336,0.0842,-0.0335711288292049
2020-08-18 14:43:21,163.0,105.0,66.0,4.409,0.0233999999999999,-0.0332225913621243
2020-08-18 14:43:22,156.0,106.0,66.0,4.445,0.0016,-0.0329082682023839
2020-08-18 14:43:23,148.0,106.0,67.0,4.441,0.1143999999999999,0.0
2020-08-18 14:43:24,143.0,107.0,66.0,4.528,0.0405999999999998,0.0
2020-08-18 14:43:25,132.0,107.0,66.0,4.295,-0.0082,0.0
2020-08-18 14:43:26,118.0,107.0,66.0,4.169,-0.048,0.0
2020-08-18 14:43:27,46.0,107.0,63.0,3.841,-0.1208,0.0
2020-08-18 14:43:28,46.0,107.0,56.0,3.587,-0.1707999999999999,0.0
2020-08-18 14:43:29,0.0,107.0,0.0,3.423,-0.2209999999999999,0.0
2020-08-18 14:43:30,0.0,107.0,0.0,3.484,-0.1621999999999999,0.0
2020-08-18 14:43:31,78.0,107.0,26.0,3.735,-0.0867999999999999,0.0
2020-08-18 14:43:32,208.0,107.0,53.0,4.451,0.1219999999999998,0.0
2020-08-18 14:43:33,281.0,108.0,58.0,5.051,0.2928,0.0
2020-08-18 14:43:34,281.0,108.0,63.0,4.545,0.2244,0.0
2020-08-18 14:43:35,0.0,108.0,15.0,4.456,0.1944,0.0
2020-08-18 14:43:36,0.0,109.0,0.0,4.221,0.0972,0.0
2020-08-18 14:43:37,0.0,109.0,0.0,3.962,-0.0977999999999998,0.0168350168350158
2020-08-18 14:43:38,0.0,110.0,0.0,3.965,-0.2172,0.0350262697022747
2020-08-18 14:43:39,0.0,110.0,44.0,3.496,-0.2098,0.0551977920883185
2020-08-18 14:43:40,0.0,110.0,0.0,3.47,-0.1972,0.0776322173702097
2020-08-18 14:43:41,0.0,111.0,0.0,3.747,-0.0948,0.1002004008016031
2020-08-18 14:43:42,272.0,111.0,13.0,4.075,0.0226,0.0815910249872526
2020-08-18 14:43:43,266.0,112.0,56.0,4.235,0.054,0.061037639877927
2020-08-18 14:43:44,241.0,112.0,61.0,4.508,0.2024,0.0387409200968501
2020-08-18 14:43:45,217.0,112.0,64.0,4.404,0.1867999999999999,0.0185099490976389
2020-08-18 14:43:46,0.0,112.0,32.0,3.94,0.0386,0.0
2020-08-18 14:43:47,0.0,113.0,0.0,3.398,-0.1354,0.0
2020-08-18 14:43:48,0.0,113.0,0.0,2.654,-0.3162000000000001,0.0
2020-08-18 14:43:49,0.0,114.0,0.0,2.182,-0.4652,0.0
2020-08-18 14:43:50,0.0,114.0,0.0,1.512,-0.5784,0.0
2020-08-18 14:43:51,0.0,114.0,0.0,0.851,-0.6178,0.0
2020-08-18 14:43:52,0.0,114.0,0.0,0.0,-0.6796,0.0
2020-08-18 14:43:53,0.0,114.0,0.0,0.0,-0.5307999999999999,0.0
2020-08-18 14:43:54,0.0,112.13333333333334,2.263157894736842,0.1160666666666666,-0.4131866666666666,0.0076408787010517
2020-08-18 14:43:55,0.0,110.26666666666668,4.526315789473684,0.2321333333333333,-0.2559733333333333,0.0311890838206591
2020-08-18 14:43:56,0.0,108.4,6.789473684210526,0.3482,-0.1005599999999999,0.1632653061224424
2020-08-18 14:43:57,0.0,106.53333333333332,9.052631578947368,0.4642666666666667,0.0928533333333333,0.4848484848484339
2020-08-18 14:44:09,0.0,85.0,36.21052631578947,1.619,0.0684533333333333,0.2928709055876504
2020-08-18 14:44:10,0.0,86.0,38.47368421052632,2.466,0.21464,0.2146341463414799
2020-08-18 14:44:11,0.0,87.0,40.73684210526316,3.077,0.3136266666666666,0.1745589600742857
2020-08-18 14:44:12,314.0,90.0,43.0,3.486,0.3722133333333333,0.1508967223252962
2020-08-18 14:44:13,314.0,93.0,43.0,3.815,0.4147999999999999,0.1086956521739146
2020-08-18 14:44:14,267.0,94.0,54.0,4.194,0.515,0.0683371298405492
2020-08-18 14:44:15,212.0,97.0,61.0,4.5,0.4067999999999999,0.0401808136614743
2020-08-18 14:44:16,134.0,99.0,68.0,4.681,0.3208,0.0185356811862825
2020-08-18 14:44:17,103.0,101.0,68.0,4.99,0.3008,0.0
2020-08-18 14:44:18,104.0,103.0,71.0,5.306,0.2982,0.0
2020-08-18 14:44:19,90.0,104.0,76.0,5.571,0.2754,0.0
2020-08-18 14:44:20,92.0,105.0,78.0,5.657,0.2314,0.0
2020-08-18 14:44:21,134.0,105.0,80.0,5.872,0.2381999999999999,0.0
2020-08-18 14:44:22,100.0,106.0,82.0,5.906,0.1831999999999999,0.0
2020-08-18 14:44:23,93.0,106.0,79.0,6.041,0.147,0.0
2020-08-18 14:44:24,129.0,107.0,80.0,6.307,0.1472000000000001,0.0
2020-08-18 14:44:25,82.0,107.0,81.0,6.392,0.147,0.0
2020-08-18 14:44:26,67.0,108.0,83.0,6.398,0.1051999999999999,0.0
2020-08-18 14:44:27,44.0,108.0,81.0,6.682,0.1552000000000001,0.0
2020-08-18 14:44:28,71.0,109.0,78.0,6.962,0.1841999999999998,0.0
2020-08-18 14:44:29,77.0,109.0,79.0,7.124,0.1633999999999998,0.0
2020-08-18 14:44:30,78.0,109.0,81.0,7.389,0.1993999999999999,0.0
2020-08-18 14:44:31,57.0,109.0,83.0,7.456,0.2116000000000001,0.0
2020-08-18 14:44:32,58.0,109.0,86.0,7.538,0.1711999999999999,0.0
2020-08-18 14:44:33,19.0,109.0,75.0,7.641,0.1358,0.0
2020-08-18 14:44:34,6.0,109.0,65.0,7.77,0.1291999999999999,0.0
2020-08-18 14:44:35,0.0,109.0,36.0,7.827,0.0875999999999999,0.0
2020-08-18 14:44:36,0.0,109.0,0.0,7.693,0.0473999999999998,0.0
2020-08-18 14:44:37,0.0,107.0,0.0,7.404,-0.0268,0.0
2020-08-18 14:44:38,0.0,106.0,0.0,6.54,-0.2202,-0.0105876124933821
2020-08-18 14:44:39,0.0,105.0,0.0,5.453,-0.4633999999999998,-0.0225479143179243
2020-08-18 14:44:40,0.0,103.0,0.0,4.722,-0.6209999999999999,-0.037105751391467
2020-08-18 14:44:41,0.0,101.0,0.0,4.488,-0.6409999999999998,-0.0560224089635862
2020-08-18 14:44:42,0.0,101.0,0.0,4.222,-0.6363999999999999,-0.0787401574803148
2020-08-18 14:44:43,337.0,100.0,13.0,4.953,-0.3173999999999999,-0.0675961132234905
2020-08-18 14:44:44,337.0,100.0,54.0,5.188,-0.0530000000000001,-0.0514579759862798
